code,libelle,nb_total_de_sejours_seances,nb_de_sejourshors_ghm_en_j_ou_t_et_seances,dms_en_nuitee_hors_ghm_en_j_ou_tet_seances,nb_de_sejours_ghm_en_j_ou_t_hors_seances,nb_de_nuiteesen_ghm_j_ou_t,nb_de_seances
G943,Encéphalopathie au cours de maladies classées ailleurs,1057,1009,1186,48,0,0
G948,Autres affections précisées du cerveau au cours de maladies classées ailleurs,46,39,944,,,0
"",Total,1540,1474,,66,,0
G950,Syringomyélie et syringobulbie,249,153,763,96,0,0
G951,Myélopathies vasculaires,371,309,1486,62,30,0
G952,"Compression médullaire, sans précision",1228,993,1213,235,130,0
G958,Autres affections précisées de la moelle épinière,568,151,1059,417,35,0
"",Total,2416,1606,,810,,0
G960,Écoulement du liquide céphalorachidien,735,557,779,178,70,0
G961,"Affection des méninges, non classée ailleurs",350,271,606,79,37,0
G968,Autres affections précisées du système nerveux central,474,303,616,171,0,0
"",Total,1559,1131,,428,,0
G970,Écoulement du liquide céphalorachidien après rachicentèse,242,131,481,111,50,0
G971,Autre réaction secondaire à une rachicentèse,1663,1237,251,426,0,0
G972,Hypotension intracrânienne suite à un pontage ventriculaire,42,20,585,22,,0
G9780,Perforation et déchirure accidentelle des méninges après un acte à visée diagnostique ou thérapeutique autre que rachicentèse,294,233,939,61,38,0
G9781,Perforation et déchirure accidentelle d'un autre organe du système nerveux après un acte à visée diagnostique ou thérapeutique autre que rachicentèse,17,11,1027,,,0
G9788,Autres affections du système nerveux après un acte à visée diagnostique ou thérapeutique autre que rachicentèse,268,194,1450,74,27,0
G979,"Affection du système nerveux après un acte à visée diagnostique et thérapeutique, sans précision",13,,,12,,0
"",Total,2539,1827,,712,,0
G990,Neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,283,190,965,93,19,0
G991,Autres affections du système nerveux autonome au cours d'autres maladies classées ailleurs,25,18,1244,,,0
G992,Myélopathies au cours de maladies classées ailleurs,732,678,1015,54,20,0
G998,Autres affections précisées du système nerveux au cours de maladies classées ailleurs,66,54,1363,12,,0
"",Total,1106,940,,166,,0
H020,Entropion et trichiasis de la paupière,2180,89,130,2091,0,0
H021,Ectropion palpébral,2630,194,138,2436,0,0
H022,Lagophtalmie,155,20,185,135,0,0
H023,Blépharochalasis,2317,65,165,2252,0,0
H024,Ptosis de la paupière,4170,379,245,3791,0,0
H025,Autres troubles affectant la fonction palpébrale,285,43,181,242,0,0
H026,Xanthélasma de la paupière,240,,,233,0,0
H027,Autres affections dégénératives des paupières et de la région périoculaire,19,,,18,0,0
H028,Autres affections précisées des paupières,1501,137,245,1364,0,0
H029,"Affection des paupières, sans précision",65,,,58,0,0
"",Total,13562,942,,12620,,0
H040,Dacryoadénite,131,65,414,66,0,0
H041,Autres affections des glandes lacrymales,356,27,241,329,0,0
H042,Épiphora,922,57,130,865,0,0
H043,Inflammation aiguë et sans précision des voies lacrymales,368,273,328,95,0,0
H044,Inflammation chronique des voies lacrymales,289,116,150,173,0,0
H045,Sténose et insuffisance des voies lacrymales,1609,460,115,1149,0,0
H046,Autres lésions des voies lacrymales,98,50,194,48,0,0
H048,Autres affections de l'appareil lacrymal,104,22,114,82,0,0
H049,"Affection de l'appareil lacrymal, sans précision",22,15,127,,0,0
"",Total,3899,1085,,2814,,0
H050,Inflammation aiguë de l'orbite,771,736,447,35,0,0
H051,Affections inflammatoires chroniques de l'orbite,115,74,357,41,0,0
H052,Exophtalmie,176,115,350,61,0,0
H053,Déformation de l'orbite,55,38,166,17,0,0
H054,Énophtalmie,107,60,163,47,0,0
H055,Rétention (ancienne) de corps étranger secondaire à une plaie pénétrante de l'orbite,17,,,,0,0
H058,Autres affections de l'orbite,165,88,259,77,0,0
"",Total,1406,1120,,286,,0
H100,Conjonctivite mucopurulente,124,97,291,27,0,0
H101,Conjonctivite atopique aiguë,21,14,557,,0,0
H102,Autres conjonctivites aiguës,91,70,296,21,0,0
H103,"Conjonctivite aiguë, sans précision",93,65,245,28,0,0
H104,Conjonctivite chronique,27,0,,27,0,0
H108,Autres conjonctivites,59,31,197,28,0,0
H109,"Conjonctivite, sans précision",79,47,160,32,0,0
"",Total,502,329,,173,,0
H110,Ptérygion,3344,66,126,3278,0,0
H111,Dépôts et affections dégénératives de la conjonctive,43,,,39,0,0
H112,Cicatrices de la conjonctive,113,17,324,96,0,0
H113,Hémorragie conjonctivale,89,57,368,32,0,0
H114,Autres troubles vasculaires et kystes de la conjonctive,113,18,406,95,0,0
H118,Autres affections précisées de la conjonctive,224,28,182,196,0,0
H119,"Affection de la conjonctive, sans précision",17,0,,17,0,0
"",Total,3943,190,,3753,,0
H131,Conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,38,36,500,,0,0
H133,Pemphigoïde oculaire (L12.-),17,,,,0,0
H138,Autres affections de la conjonctive au cours de maladies classées ailleurs,12,,,,0,0
"",Total,75,54,,21,,0
H150,Sclérite,169,139,589,30,0,0
H151,Épisclérite,20,12,600,,0,0
H158,Autres affections de la sclérotique,39,24,171,15,0,0
"",Total,231,176,,55,,0
H160,Ulcère de la cornée,1942,982,446,960,0,0
H161,Autres kératites superficielles sans conjonctivite,37,14,207,23,0,0
H162,Kératoconjonctivite,140,58,471,82,0,0
H163,Kératite interstitielle et profonde,2562,2414,598,148,0,0
H164,Néovascularisation cornéenne,69,16,175,53,0,0
H168,Autres kératites,98,56,400,42,0,0
H169,"Kératite, sans précision",109,54,317,55,0,0
"",Total,4957,3594,,1363,,0
H171,Autres opacités cornéennes centrales,64,22,232,42,0,0
H178,Autres cicatrices et opacités cornéennes,204,64,164,140,0,0
H179,"Cicatrice et opacité cornéennes, sans précision",32,14,136,18,0,0
"",Total,301,101,,200,,0
H180,Pigmentation et dépôts cornéens,16,0,,16,0,0
H181,Kératopathie bulleuse,315,275,207,40,0,0
H182,Autre oedème de la cornée,305,180,197,125,0,0
H183,Lésions des membranes cornéennes,89,27,133,62,0,0
H184,Dégénérescence de la cornée,910,509,150,401,0,0
H185,Dystrophies cornéennes héréditaires,1619,1190,159,429,0,0
H186,Kératocône,1646,255,144,1391,0,0
H187,Autres déformations de la cornée,61,22,191,39,0,0
H188,Autres affections précisées de la cornée,462,188,152,274,0,0
H189,"Affection de la cornée, sans précision",140,87,166,53,0,0
"",Total,5563,2733,,2830,,0
H190,Sclérite et épisclérite au cours de maladies classées ailleurs,23,19,826,,0,0
H191,Kératite et kératoconjonctivite dues au virus de l'herpès (B00.5),198,166,598,32,0,0
H192,Kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,328,314,680,14,0,0
H193,Kératite et kératoconjonctivite au cours d'autres maladies classées ailleurs,59,25,596,34,0,0
"",Total,614,526,,88,,0
H200,Iridocyclite aiguë et subaiguë,747,494,503,253,0,0
H201,Iridocyclite chronique,178,89,361,89,0,0
H208,Autres iridocyclites,162,92,532,70,0,0
H209,"Iridocyclite, sans précision",141,40,375,101,0,0
"",Total,1238,723,,515,,0
H210,Hyphéma,157,67,300,90,0,0
H211,Autres affections vasculaires de l'iris et du corps ciliaire,18,,,12,0,0
H213,"Kystes de l'iris, du corps ciliaire et de la chambre antérieure de l'oeil",34,,,28,0,0
H214,Membranes pupillaires,11,,,,0,0
H215,Autres adhérences et perturbations de l'iris et du corps ciliaire,469,27,163,442,0,0
H218,Autres affections précisées de l'iris et du corps ciliaire,82,12,233,70,0,0
"",Total,778,125,,653,,0
H220,Iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,110,90,621,20,0,0
H221,Iridocyclite au cours d'autres maladies classées ailleurs,63,45,542,18,0,0
H228,Autres affections de l'iris et du corps ciliaire au cours de maladies classées ailleurs,11,,,,0,0
"",Total,184,139,,45,,0
H250,Cataracte incipiente sénile,38680,1024,147,37656,0,0
H251,Cataracte sénile nucléaire,85690,2546,133,83144,0,0
H252,"Cataracte sénile, de type Morgagni",408,37,124,371,0,0
H258,Autres cataractes séniles,34274,1019,121,33255,0,0
H259,"Cataracte sénile, sans précision",68106,2674,117,65432,0,0
"",Total,227158,7300,,219858,,0
H260,"Cataracte infantile, juvénile et présénile",21138,541,137,20597,0,0
H261,Cataracte traumatique,470,92,166,378,0,0
H262,Cataracte compliquée,2579,161,190,2418,0,0
H263,Cataracte médicamenteuse,56,,,48,0,0
H264,Séquelles de cataracte,226,23,161,203,0,0
H268,Autres cataractes précisées,12843,436,148,12407,0,0
H269,"Cataracte, sans précision",26755,1137,149,25618,0,0
"",Total,64067,2398,,61669,,0
H270,Aphakie,448,76,168,372,0,0
H271,Luxation du cristallin,1019,311,158,708,0,0
H278,Autres affections précisées du cristallin,150,13,246,137,0,0
H279,"Affection du cristallin, sans précision",33,,,29,0,0
"",Total,1650,404,,1246,,0
H280,Cataracte diabétique (E10-E14 avec le quatrième chiffre .3),3969,130,178,3839,0,0
H281,"Cataracte au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",20,,,17,0,0
H282,Cataracte au cours d'autres maladies classées ailleurs,52,,,43,0,0
H288,Autres affections du cristallin au cours de maladies classées ailleurs,19,,,18,0,0
"",Total,4060,143,,3917,,0
H300,Choriorétinite en foyer,40,36,797,,0,0
H301,Choriorétinite disséminée,44,27,700,17,0,0
H302,Cyclite postérieure,101,75,473,26,0,0
H308,Autres choriorétinites,77,57,705,20,0,0
H309,"Choriorétinite, sans précision",78,52,492,26,0,0
"",Total,340,247,,93,,0
H310,Cicatrices choriorétiniennes,61,0,,61,0,0
H313,Hémorragie et rupture de la choroïde,96,50,328,46,0,0
H314,Décollement de la choroïde,77,38,392,39,0,0
H318,Autres affections précisées de la choroïde,36,15,513,21,0,0
"",Total,289,105,,184,,0
H3200,Rétinite à cytomégalovirus (B25.8),51,41,2093,,0,0
H3201,Rétinite à toxoplasma (B58.0),92,75,441,17,0,0
H3208,Affections choriorétiniennes au cours d'autres maladies infectieuses et parasitaires classées ailleurs,42,37,1178,,0,0
H328,Autres affections choriorétiniennes au cours de maladies classées ailleurs,13,11,273,,0,0
"",Total,198,164,,34,,0
H330,Décollement de la rétine avec déchirure rétinienne,10574,2991,141,7583,0,0
H331,Rétinoschisis et kystes rétiniens,28,,,18,0,0
H332,Décollement (séreux) de la rétine,1684,639,154,1045,0,0
H333,Déchirures rétiniennes sans décollement,601,48,144,553,0,0
H334,Décollement par traction de la rétine,697,162,194,535,0,0
H335,Autres décollements rétiniens,883,249,144,634,0,0
"",Total,14467,4099,,10368,,0
H340,Occlusion transitoire de l'artère de la rétine,29,23,443,,0,0
H341,Occlusion de l'artère centrale de la rétine,1320,1144,507,176,0,0
H342,Autres occlusions de l'artère de la rétine,186,145,443,41,0,0
H348,Autres occlusions vasculaires rétiniennes,173,109,466,64,0,0
H349,"Occlusion vasculaire rétinienne, sans précision",39,22,268,17,0,0
"",Total,1747,1443,,304,,0
H350,Autres rétinopathies et altérations vasculaires rétiniennes,526,123,502,403,0,0
H351,Rétinopathie de la prématurité,178,134,1192,44,0,0
H352,Autres rétinopathies proliférantes,143,20,425,123,0,0
H353,Dégénérescence de la macula et du pôle postérieur,7791,569,264,7222,0,0
H354,Dégénérescence rétinienne (périphérique),19,,,14,0,0
H355,Dystrophie rétinienne héréditaire,896,24,188,872,0,0
H356,Hémorragie rétinienne,298,116,280,182,0,0
H357,Décollement des couches de la rétine,41,17,312,24,0,0
H358,Autres affections rétiniennes précisées,2547,248,210,2299,0,0
H359,"Affection rétinienne, sans précision",65,14,121,51,0,0
"",Total,12504,1270,,11234,,0
H400,Glaucome limite,803,401,268,402,0,0
H401,Glaucome (primitif) à angle ouvert,6278,819,169,5459,0,0
H402,Glaucome (primitif) à angle étroit,1259,507,260,752,0,0
H403,Glaucome secondaire à un traumatisme oculaire,103,27,281,76,0,0
H404,Glaucome secondaire à une inflammation de l'oeil,309,54,228,255,0,0
H405,Glaucome secondaire à d'autres affections oculaires,753,246,278,507,0,0
H406,Glaucome médicamenteux,60,13,254,47,0,0
H408,Autres glaucomes,1680,311,219,1369,0,0
H409,"Glaucome, sans précision",1849,481,160,1368,0,0
"",Total,13094,2859,,10235,,0
H431,Hémorragie du corps vitré,1749,381,255,1368,0,0
H432,Opacités cristallines du corps vitré,172,35,369,137,0,0
H433,Autres opacités du corps vitré,602,160,158,442,0,0
H438,Autres affections du corps vitré,561,103,217,458,0,0
H439,"Affection du corps vitré, sans précision",16,,,13,0,0
"",Total,3106,682,,2424,,0
H440,Endophtalmie purulente,790,733,703,57,0,0
H441,Autres endophtalmies,921,789,616,132,0,0
H442,Myopie dégénérative,16,,,14,0,0
H444,Hypotonie de l'oeil,58,19,337,39,0,0
H445,Dégénérescence du globe oculaire,311,236,173,75,0,0
H446,Rétention (ancienne) intraoculaire de corps étranger magnétique,15,,,,0,0
H447,Rétention (ancienne) intraoculaire de corps étranger non magnétique,65,,,58,0,0
H448,Autres affections du globe oculaire,153,102,248,51,0,0
"",Total,2335,1899,,436,,0
H450,Hémorragie du corps vitré au cours de maladies classées ailleurs,88,32,375,56,0,0
H451,Endophtalmie au cours de maladies classées ailleurs,12,,,,0,0
H458,Autres affections du corps vitré et du globe oculaire au cours de maladies classées ailleurs,15,,,13,0,0
"",Total,115,44,,71,,0
H470,"Affections du nerf optique, non classées ailleurs",699,472,610,227,65,0
H471,"Oedème papillaire, sans précision",741,345,515,396,143,0
H472,Atrophie optique,180,37,414,143,0,0
H473,Autres affections de la papille optique,29,14,386,15,0,0
H474,Affections du chiasma optique,17,,,,,0
"",Total,1676,877,,799,,0
H490,Paralysie du nerf moteur oculaire commun (III),693,516,594,177,0,0
H491,Paralysie du nerf pathétique (IV),241,119,397,122,0,0
H492,Paralysie du nerf moteur oculaire externe (VI),802,595,456,207,0,0
H493,Ophtalmoplégie totale (externe),22,21,905,,0,0
H498,Autres strabismes paralytiques,58,21,767,37,0,0
H499,"Strabisme paralytique, sans précision",49,,,40,0,0
"",Total,1866,1281,,585,,0
H500,Strabisme convergent concomitant,1509,92,149,1417,0,0
H501,Strabisme divergent concomitant,1798,107,131,1691,0,0
H502,Strabisme vertical,244,11,164,233,0,0
H503,Hétérotropie intermittente,93,11,136,82,0,0
H504,"Hétérotropies, autres et sans précision",70,,,67,0,0
H505,Hétérophorie,13,,,,0,0
H506,Strabisme mécanique,31,,,27,0,0
H508,Autres strabismes précisés,309,24,225,285,0,0
H509,"Strabisme, sans précision",597,48,142,549,0,0
"",Total,4664,304,,4360,,0
H511,Excès et insuffisance de convergence,11,,,,0,0
H512,Ophtalmoplégie internucléaire,68,49,500,19,0,0
H518,Autres anomalies précisées des mouvements binoculaires,144,88,255,56,0,0
H519,"Anomalie des mouvements binoculaires, sans précision",31,19,326,12,0,0
"",Total,258,162,,96,,0
H520,Hypermétropie,27,,,20,0,0
H521,Myopie,125,,,120,0,0
H522,Astigmatisme,74,,,72,0,0
H523,Anisométrie et aniséiconie,14,,,12,0,0
"",Total,270,24,,246,,0
H530,Amblyopie ex anopsia,22,,,17,0,0
H531,Troubles subjectifs de la vision,371,208,191,163,0,0
H532,Diplopie,2939,2083,346,856,0,0
H533,Autres troubles de la vision binoculaire,158,101,323,57,0,0
H534,Anomalies du champ visuel,993,543,286,450,0,0
H535,Troubles de la vision des couleurs,15,,,,0,0
H538,Autres troubles de la vision,1296,710,241,586,0,0
H539,"Trouble de la vision, sans précision",299,143,157,156,0,0
"",Total,6098,3802,,2296,,0
H540,Cécité binoculaire,119,72,978,47,0,0
H541,"Déficience visuelle sévère, binoculaire",50,32,731,18,0,0
H542,"Déficience visuelle modérée, binoculaire",175,100,410,75,0,0
H543,"Déficience visuelle légère ou non précisée, binoculaire",17,12,283,,0,0
H544,Cécité monoculaire,293,190,342,103,0,0
H545,"Déficience visuelle sévère, monoculaire",141,85,400,56,0,0
H546,"Déficience visuelle modérée, monoculaire",115,69,264,46,0,0
H549,"Déficience visuelle (binoculaire), sans précision",61,31,323,30,0,0
"",Total,971,591,,380,,0
H570,Anomalies fonctionnelles de la pupille,231,119,302,112,0,0
H571,Douleur oculaire,337,181,259,156,0,0
H578,Autres affections précisées de l'oeil et de ses annexes,406,126,225,280,0,0
"",Total,974,426,,548,,0
H600,Abcès de l'oreille externe,212,113,468,99,33,0
H601,Cellulite phlegmoneuse de l'oreille externe,83,36,378,47,22,0
H602,Otite externe maligne,643,564,1003,79,51,0
H603,Autres otites externes infectieuses,253,142,668,111,55,0
H604,Cholestéatome de l'oreille externe,220,108,195,112,,0
H605,"Otite externe aiguë, (non infectieuse)",211,74,407,137,71,0
H608,Autres otites externes,164,68,518,96,42,0
H609,"Otite externe, sans précision",179,56,463,123,58,0
"",Total,1965,1161,,804,,0
H610,Périchondrite de l'oreille externe,587,492,390,95,21,0
H611,Affections non infectieuses du pavillon de l'oreille,108,18,361,90,,0
H612,Bouchon de cérumen,312,,,304,18,0
H613,Sténose acquise du conduit auditif externe,288,59,139,229,,0
H618,Autres affections précisées de l'oreille externe,481,92,252,389,,0
"",Total,1776,669,,1107,,0
H650,Otite moyenne séreuse aiguë,1760,467,302,1293,308,0
H651,"Autres otites moyennes aiguës, non suppurées",1386,577,289,809,357,0
H652,Otite moyenne séreuse chronique,11107,565,138,10542,13,0
H653,Otite moyenne mucoïde chronique,1116,52,163,1064,,0
H654,"Autres otites moyennes chroniques, non suppurées",2707,305,145,2402,,0
H659,"Otite moyenne non suppurée, sans précision",715,101,274,614,51,0
"",Total,18791,2067,,16724,,0
H660,Otite moyenne aiguë suppurée,2367,1136,359,1231,605,0
H661,Otite moyenne suppurée chronique tubo-tympanique,75,,,65,,0
H662,Otite moyenne chronique attico-antrale suppurée,69,25,236,44,,0
H663,Autres otites moyennes suppurées chroniques,269,61,251,208,,0
H664,"Otite moyenne suppurée, sans précision",295,112,360,183,47,0
H669,"Otite moyenne, sans précision",1889,539,303,1350,459,0
"",Total,4964,1883,,3081,,0
H700,Mastoïdite aiguë,1507,1487,505,20,0,0
H701,Mastoïdite chronique,60,40,545,20,,0
H702,Apexite [pétrosite],11,,,,,0
H708,Autres mastoïdites et affections apparentées,53,34,376,19,,0
H709,"Mastoïdite, sans précision",65,37,376,28,14,0
"",Total,1696,1607,,89,,0
H720,Perforation centrale du tympan,1094,264,133,830,,0
H721,"Perforation du tympan, partie attique",86,19,153,67,0,0
H722,Autres perforations marginales du tympan,244,53,121,191,,0
H728,Autres perforations du tympan,1472,396,130,1076,,0
H729,"Perforation du tympan, sans précision",1058,266,136,792,19,0
"",Total,3954,998,,2956,,0
H730,Myringite [tympanite] aiguë,23,11,473,12,,0
H731,Myringite chronique,26,,,18,0,0
H738,Autres affections précisées du tympan,580,143,130,437,,0
"",Total,629,162,,467,,0
H740,Tympanosclérose,78,21,152,57,0,0
H741,Maladie adhésive de l'oreille moyenne,66,17,118,49,0,0
H742,Dissociation et dislocation des osselets,75,18,133,57,0,0
H743,Autres anomalies acquises des osselets,125,24,146,101,,0
H744,Polype de l'oreille moyenne,32,,,22,0,0
H748,Autres affections précisées de l'oreille moyenne et de l'apophyse mastoïde,97,52,287,45,,0
"",Total,473,142,,331,,0
H800,"Otosclérose intéressant la fenêtre ovale, non oblitérante",319,110,132,209,0,0
H801,"Otosclérose intéressant la fenêtre ovale, oblitérante",348,102,125,246,,0
H802,Otosclérose cochléaire,68,47,174,21,0,0
H808,Autres otoscléroses,275,98,143,177,,0
H809,"Otosclérose, sans précision",663,217,129,446,,0
"",Total,1673,574,,1099,,0
H810,Maladie de Ménière,1527,441,438,1086,254,0
H811,Vertige bénin paroxystique,7662,2403,552,5259,2686,0
H812,Neuronite vestibulaire,2999,1990,437,1009,703,0
H813,Autres vertiges périphériques,14921,3996,526,10925,5564,0
H814,Vertige d'origine centrale,1265,418,661,847,512,0
H818,Autres atteintes des fonctions vestibulaires,2850,795,539,2055,610,0
H819,"Atteinte des fonctions vestibulaires, sans précision",939,178,486,761,305,0
"",Total,32163,10221,,21942,,0
H830,Labyrinthite,215,110,491,105,13,0
H831,Fistule labyrinthique,94,48,331,46,0,0
H832,Troubles des fonctions labyrinthiques,154,11,400,143,,0
H838,Autres maladies précisées de l'oreille interne,79,34,479,45,,0
"",Total,546,203,,343,,0
H900,Surdité bilatérale de transmission,556,154,169,402,,0
H901,Surdité unilatérale de transmission sans altération de l'audition de l'autre oreille,473,130,164,343,,0
H902,"Surdité de transmission, sans précision",446,94,152,352,,0
H903,Surdité neurosensorielle bilatérale,1976,1193,134,783,14,0
H904,Surdité neurosensorielle unilatérale sans altération de l'audition de l'autre oreille,584,79,278,505,,0
H905,"Surdité neurosensorielle, sans précision",293,145,141,148,,0
H906,Surdité bilatérale mixte de transmission et neurosensorielle,286,115,177,171,,0
H907,Surdité unilatérale mixte de transmission et neurosensorielle sans altération de l'audition de l'autre oreille,156,33,173,123,,0
H908,"Surdité mixte de transmission et neurosensorielle, sans précision",107,28,146,79,0,0
"",Total,4877,1971,,2906,,0
H910,Perte de l'audition par ototoxicité,15,,,,,0
H911,Presbyacousie,21,,,18,,0
H912,Perte auditive soudaine idiopathique,452,107,418,345,23,0
H918,Autres pertes précisées de l'audition,308,56,211,252,,0
H919,"Perte de l'audition, sans précision",340,120,203,220,21,0
"",Total,1138,293,,845,,0
H920,Otalgie,275,41,537,234,87,0
H921,Otorrhée,167,57,339,110,21,0
H922,Otorragie,127,32,697,95,49,0
"",Total,569,130,,439,,0
H931,Acouphènes,636,68,487,568,99,0
H932,Autres perceptions auditives anormales,39,,,35,,0
H933,Affections du nerf auditif,12,,,,,0
H938,Autres affections précisées de l'oreille,73,,,63,,0
"",Total,761,86,,675,,0
H950,Cholestéatome récidivant après mastoïdectomie,492,265,163,227,,0
H951,Autres affections survenant après mastoïdectomie,14,,,,,0
H958,Autres affections de l'oreille et de l'apophyse mastoïde après un acte à visée diagnostique et thérapeutique,18,11,218,,,0
"",Total,524,283,,241,,0
I050,Sténose mitrale (rhumatismale),349,307,1323,42,12,0
I051,Insuffisance mitrale rhumatismale,196,166,1298,30,,0
I052,Sténose mitrale (rhumatismale) avec insuffisance,190,178,1351,12,,0
I058,Autres maladies (de la valvule) mitrale (rhumatismales),21,18,1061,,0,0
I059,"Maladie (rhumatismale de la valvule) mitrale, sans précision",48,39,1403,,,0
"",Total,804,708,,96,,0
I060,Sténose aortique rhumatismale,94,75,875,19,,0
I061,Insuffisance aortique rhumatismale,34,30,1337,,,0
I062,Sténose aortique rhumatismale avec insuffisance,30,26,1327,,0,0
"",Total,168,139,,29,,0
I080,Atteintes des valvules mitrale et aortique (rhumatismales),114,96,1171,18,,0
I081,Atteintes des valvules mitrale et tricuspide (rhumatismales),37,34,1388,,,0
I083,"Atteintes des valvules mitrale, aortique et tricuspide (rhumatismales)",27,23,1535,,,0
"",Total,191,165,,26,,0
I1100,"Cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50",2494,2271,1003,223,139,0
I1101,"Cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40",682,616,1035,66,33,0
I1102,"Cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40",809,738,930,71,37,0
I1109,"Cardiopathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] non précisée",2226,1803,980,423,213,0
I119,"Cardiopathie hypertensive, sans insuffisance cardiaque (congestive)",390,234,847,156,63,0
"",Total,6601,5662,,939,,0
I1300,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50",215,198,1431,17,12,0
I1301,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40",100,93,1099,,,0
I1302,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40",151,139,1375,12,,0
I1309,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive), avec fraction d'éjection ventriculaire gauche [FEVG] non précisée",231,205,1294,26,16,0
I131,"Cardionéphropathie hypertensive, avec insuffisance rénale",176,158,1234,18,,0
I1320,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] supérieure ou égale à 50",751,727,1338,24,18,0
I1321,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 50 et supérieure ou égale à 40",263,254,1461,,,0
I1322,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] inférieure à 40",543,525,1504,18,,0
I1329,"Cardionéphropathie hypertensive, avec insuffisance cardiaque (congestive) et rénale, avec fraction d'éjection ventriculaire gauche [FEVG] non précisée",1077,1006,1278,71,49,0
I139,"Cardionéphropathie hypertensive, sans précision",106,90,1190,16,,0
"",Total,3613,3395,,218,,0
I150,Hypertension vasculo-rénale,234,166,613,68,29,0
I151,Hypertension secondaire à d'autres atteintes rénales,201,136,712,65,22,0
I152,Hypertension secondaire à des atteintes endocriniennes,300,115,526,185,33,0
I158,Autres hypertensions secondaires,409,237,451,172,78,0
I159,"Hypertension secondaire, sans précision",290,120,325,170,44,0
"",Total,1434,774,,660,,0
I200,Angine de poitrine instable,18098,11487,370,6611,1564,0
I201,Angine de poitrine avec spasme coronaire vérifié,928,612,326,316,18,0
I208,Autres formes d'angine de poitrine,12922,6226,287,6696,1228,0
I209,"Angine de poitrine, sans précision",3951,1689,318,2262,154,0
"",Total,35899,20014,,15885,,0
I2100,"Infarctus (transmural aigu) du myocarde (de la paroi) antérieure, prise en charge initiale",6738,5596,690,1142,255,0
I21000,"Infarctus (transmural aigu) du myocarde (de la paroi antérieure), prise en charge initiale, infarctus de 24 heures ou moins",8997,8048,633,949,230,0
I2108,"Infarctus (transmural aigu) du myocarde (de la paroi) antérieure, autres prises en charge",3044,2441,705,603,73,0
I2110,"Infarctus (transmural aigu) du myocarde (de la paroi inférieure), prise en charge initiale",5316,4531,593,785,160,0
I21100,"Infarctus (transmural aigu) du myocarde de la paroi inférieure, prise en charge initiale, infarctus de 24 heures ou moins",8549,7782,548,767,157,0
I2118,"Infarctus (transmural aigu) du myocarde (de la paroi) inférieure, autres prises en charge",2437,1857,646,580,98,0
I2120,"Infarctus (transmural aigu) du myocarde d'autres localisations, prise en charge initiale",1377,1066,552,311,75,0
I21200,"Infarctus (transmural aigu) du myocarde d'autres localisations, prise en charge initiale, infarctus de 24 heures ou moins",1866,1641,546,225,62,0
I2128,"Infarctus (transmural aigu) du myocarde d'autres localisations, autres prises en charge",817,595,613,222,36,0
I2130,"Infarctus (transmural aigu) du myocarde de localisation non précisée, prise en charge initiale",640,352,595,288,90,0
I21300,"Infarctus (transmural aigu) du myocarde de localisation non précisée, prise en charge initiale, infarctus de 24 heures ou moins",452,301,608,151,49,0
I2138,"Infarctus (transmural aigu) du myocarde de localisation non précisée, autres prises en charge",426,271,669,155,,0
I2140,"Infarctus sous-endocardique (aigu du myocarde), prise en charge initiale",15768,12662,592,3106,1393,0
I21400,"Infarctus sous-endocardique (aigu du myocarde), prise en charge initiale, infarctus de 24 heures ou moins",20296,17033,527,3263,1444,0
I2148,"Infarctus sous-endocardique (aigu du myocarde), autres prises en charge",8489,6740,605,1749,171,0
I2190,"Infarctus (aigu) du myocarde sans précision, prise en charge initiale",1193,685,591,508,138,0
I21900,"Infarctus (aigu) du myocarde sans précision, prise en charge initiale, infarctus de 24 heures ou moins",1038,659,532,379,115,0
